[locomo] convert_raw_external
[locomo] skip convert_raw_external (already done)
[locomo] prepare_external
[locomo] skip prepare_external (already done)
[locomo] run_external_retrieval variant=tfidf
[retrieval] 221/1986 query_id=conv-30_qa0021
[retrieval] 222/1986 query_id=conv-30_qa0022
[retrieval] 223/1986 query_id=conv-30_qa0023
[retrieval] 224/1986 query_id=conv-30_qa0024
[retrieval] 225/1986 query_id=conv-30_qa0025
[retrieval] 226/1986 query_id=conv-30_qa0026
[retrieval] 227/1986 query_id=conv-30_qa0027
[retrieval] 228/1986 query_id=conv-30_qa0028
[retrieval] 229/1986 query_id=conv-30_qa0029
[retrieval] 230/1986 query_id=conv-30_qa0030
[retrieval] 231/1986 query_id=conv-30_qa0031
[retrieval] 232/1986 query_id=conv-30_qa0032
[retrieval] 233/1986 query_id=conv-30_qa0033
[retrieval] 234/1986 query_id=conv-30_qa0034
[retrieval] 235/1986 query_id=conv-30_qa0035
[retrieval] 236/1986 query_id=conv-30_qa0036
[retrieval] 237/1986 query_id=conv-30_qa0037
[retrieval] 238/1986 query_id=conv-30_qa0038
[retrieval] 239/1986 query_id=conv-30_qa0039
[retrieval] 240/1986 query_id=conv-30_qa0040
[retrieval] 241/1986 query_id=conv-30_qa0041
[retrieval] 242/1986 query_id=conv-30_qa0042
[retrieval] 243/1986 query_id=conv-30_qa0043
[retrieval] 244/1986 query_id=conv-30_qa0044
[retrieval] 245/1986 query_id=conv-30_qa0045
[retrieval] 246/1986 query_id=conv-30_qa0046
[retrieval] 247/1986 query_id=conv-30_qa0047
[retrieval] 248/1986 query_id=conv-30_qa0048
[retrieval] 249/1986 query_id=conv-30_qa0049
[retrieval] 250/1986 query_id=conv-30_qa0050
[retrieval] 251/1986 query_id=conv-30_qa0051
[retrieval] 252/1986 query_id=conv-30_qa0052
[retrieval] 253/1986 query_id=conv-30_qa0053
[retrieval] 254/1986 query_id=conv-30_qa0054
[retrieval] 255/1986 query_id=conv-30_qa0055
[retrieval] 256/1986 query_id=conv-30_qa0056
[retrieval] 257/1986 query_id=conv-30_qa0057
[retrieval] 258/1986 query_id=conv-30_qa0058
[retrieval] 259/1986 query_id=conv-30_qa0059
[retrieval] 260/1986 query_id=conv-30_qa0060
[retrieval] 261/1986 query_id=conv-30_qa0061
[retrieval] 262/1986 query_id=conv-30_qa0062
[retrieval] 263/1986 query_id=conv-30_qa0063
[retrieval] 264/1986 query_id=conv-30_qa0064
[retrieval] 265/1986 query_id=conv-30_qa0065
[retrieval] 266/1986 query_id=conv-30_qa0066
[retrieval] 267/1986 query_id=conv-30_qa0067
[retrieval] 268/1986 query_id=conv-30_qa0068
[retrieval] 269/1986 query_id=conv-30_qa0069
[retrieval] 270/1986 query_id=conv-30_qa0070
[retrieval] 271/1986 query_id=conv-30_qa0071
[retrieval] 272/1986 query_id=conv-30_qa0072
[retrieval] 273/1986 query_id=conv-30_qa0073
[retrieval] 274/1986 query_id=conv-30_qa0074
[retrieval] 275/1986 query_id=conv-30_qa0075
[retrieval] 276/1986 query_id=conv-30_qa0076
[retrieval] 277/1986 query_id=conv-30_qa0077
[retrieval] 278/1986 query_id=conv-30_qa0078
[retrieval] 279/1986 query_id=conv-30_qa0079
[retrieval] 280/1986 query_id=conv-30_qa0080
[retrieval] 281/1986 query_id=conv-30_qa0081
[retrieval] 282/1986 query_id=conv-30_qa0082
[retrieval] 283/1986 query_id=conv-30_qa0083
[retrieval] 284/1986 query_id=conv-30_qa0084
[retrieval] 285/1986 query_id=conv-30_qa0085
[retrieval] 286/1986 query_id=conv-30_qa0086
[retrieval] 287/1986 query_id=conv-30_qa0087
[retrieval] 288/1986 query_id=conv-30_qa0088
[retrieval] 289/1986 query_id=conv-30_qa0089
[retrieval] 290/1986 query_id=conv-30_qa0090
[retrieval] 291/1986 query_id=conv-30_qa0091
[retrieval] 292/1986 query_id=conv-30_qa0092
[retrieval] 293/1986 query_id=conv-30_qa0093
[retrieval] 294/1986 query_id=conv-30_qa0094
[retrieval] 295/1986 query_id=conv-30_qa0095
[retrieval] 296/1986 query_id=conv-30_qa0096
[retrieval] 297/1986 query_id=conv-30_qa0097
[retrieval] 298/1986 query_id=conv-30_qa0098
[retrieval] 299/1986 query_id=conv-30_qa0099
[retrieval] 300/1986 query_id=conv-30_qa0100
[retrieval] 301/1986 query_id=conv-30_qa0101
[retrieval] 302/1986 query_id=conv-30_qa0102
[retrieval] 303/1986 query_id=conv-30_qa0103
[retrieval] 304/1986 query_id=conv-30_qa0104
[retrieval] 305/1986 query_id=conv-41_qa0000
[retrieval] 306/1986 query_id=conv-41_qa0001
[retrieval] 307/1986 query_id=conv-41_qa0002
[retrieval] 308/1986 query_id=conv-41_qa0003
[retrieval] 309/1986 query_id=conv-41_qa0004
[retrieval] 310/1986 query_id=conv-41_qa0005
[retrieval] 311/1986 query_id=conv-41_qa0006
[retrieval] 312/1986 query_id=conv-41_qa0007
[retrieval] 313/1986 query_id=conv-41_qa0008
[retrieval] 314/1986 query_id=conv-41_qa0009
[retrieval] 315/1986 query_id=conv-41_qa0010
[retrieval] 316/1986 query_id=conv-41_qa0011
[retrieval] 317/1986 query_id=conv-41_qa0012
[retrieval] 318/1986 query_id=conv-41_qa0013
[retrieval] 319/1986 query_id=conv-41_qa0014
[retrieval] 320/1986 query_id=conv-41_qa0015
[retrieval] 321/1986 query_id=conv-41_qa0016
[retrieval] 322/1986 query_id=conv-41_qa0017
[retrieval] 323/1986 query_id=conv-41_qa0018
[retrieval] 324/1986 query_id=conv-41_qa0019
[retrieval] 325/1986 query_id=conv-41_qa0020
[retrieval] 326/1986 query_id=conv-41_qa0021
[retrieval] 327/1986 query_id=conv-41_qa0022
[retrieval] 328/1986 query_id=conv-41_qa0023
[retrieval] 329/1986 query_id=conv-41_qa0024
[retrieval] 330/1986 query_id=conv-41_qa0025
[retrieval] 331/1986 query_id=conv-41_qa0026
[retrieval] 332/1986 query_id=conv-41_qa0027
[retrieval] 333/1986 query_id=conv-41_qa0028
[retrieval] 334/1986 query_id=conv-41_qa0029
[retrieval] 335/1986 query_id=conv-41_qa0030
[retrieval] 336/1986 query_id=conv-41_qa0031
[retrieval] 337/1986 query_id=conv-41_qa0032
[retrieval] 338/1986 query_id=conv-41_qa0033
[retrieval] 339/1986 query_id=conv-41_qa0034
[retrieval] 340/1986 query_id=conv-41_qa0035
[retrieval] 341/1986 query_id=conv-41_qa0036
[retrieval] 342/1986 query_id=conv-41_qa0037
[retrieval] 343/1986 query_id=conv-41_qa0038
[retrieval] 344/1986 query_id=conv-41_qa0039
[retrieval] 345/1986 query_id=conv-41_qa0040
[retrieval] 346/1986 query_id=conv-41_qa0041
[retrieval] 347/1986 query_id=conv-41_qa0042
[retrieval] 348/1986 query_id=conv-41_qa0043
[retrieval] 349/1986 query_id=conv-41_qa0044
[retrieval] 350/1986 query_id=conv-41_qa0045
[retrieval] 351/1986 query_id=conv-41_qa0046
[retrieval] 352/1986 query_id=conv-41_qa0047
[retrieval] 353/1986 query_id=conv-41_qa0048
[retrieval] 354/1986 query_id=conv-41_qa0049
[retrieval] 355/1986 query_id=conv-41_qa0050
[retrieval] 356/1986 query_id=conv-41_qa0051
[retrieval] 357/1986 query_id=conv-41_qa0052
[retrieval] 358/1986 query_id=conv-41_qa0053
[retrieval] 359/1986 query_id=conv-41_qa0054
[retrieval] 360/1986 query_id=conv-41_qa0055
[retrieval] 361/1986 query_id=conv-41_qa0056
[retrieval] 362/1986 query_id=conv-41_qa0057
[retrieval] 363/1986 query_id=conv-41_qa0058
[retrieval] 364/1986 query_id=conv-41_qa0059
[retrieval] 365/1986 query_id=conv-41_qa0060
[retrieval] 366/1986 query_id=conv-41_qa0061
[retrieval] 367/1986 query_id=conv-41_qa0062
[retrieval] 368/1986 query_id=conv-41_qa0063
[retrieval] 369/1986 query_id=conv-41_qa0064
[retrieval] 370/1986 query_id=conv-41_qa0065
[retrieval] 371/1986 query_id=conv-41_qa0066
[retrieval] 372/1986 query_id=conv-41_qa0067
[retrieval] 373/1986 query_id=conv-41_qa0068
[retrieval] 374/1986 query_id=conv-41_qa0069
[retrieval] 375/1986 query_id=conv-41_qa0070
[retrieval] 376/1986 query_id=conv-41_qa0071
[retrieval] 377/1986 query_id=conv-41_qa0072
[retrieval] 378/1986 query_id=conv-41_qa0073
[retrieval] 379/1986 query_id=conv-41_qa0074
[retrieval] 380/1986 query_id=conv-41_qa0075
[retrieval] 381/1986 query_id=conv-41_qa0076
[retrieval] 382/1986 query_id=conv-41_qa0077
[retrieval] 383/1986 query_id=conv-41_qa0078
[retrieval] 384/1986 query_id=conv-41_qa0079
[retrieval] 385/1986 query_id=conv-41_qa0080
[retrieval] 386/1986 query_id=conv-41_qa0081
[retrieval] 387/1986 query_id=conv-41_qa0082
[retrieval] 388/1986 query_id=conv-41_qa0083
[retrieval] 389/1986 query_id=conv-41_qa0084
[retrieval] 390/1986 query_id=conv-41_qa0085
[retrieval] 391/1986 query_id=conv-41_qa0086
[retrieval] 392/1986 query_id=conv-41_qa0087
[retrieval] 393/1986 query_id=conv-41_qa0088
[retrieval] 394/1986 query_id=conv-41_qa0089
[retrieval] 395/1986 query_id=conv-41_qa0090
[retrieval] 396/1986 query_id=conv-41_qa0091
[retrieval] 397/1986 query_id=conv-41_qa0092
[retrieval] 398/1986 query_id=conv-41_qa0093
[retrieval] 399/1986 query_id=conv-41_qa0094
[retrieval] 400/1986 query_id=conv-41_qa0095
[retrieval] 401/1986 query_id=conv-41_qa0096
[retrieval] 402/1986 query_id=conv-41_qa0097
[retrieval] 403/1986 query_id=conv-41_qa0098
[retrieval] 404/1986 query_id=conv-41_qa0099
[retrieval] 405/1986 query_id=conv-41_qa0100
[retrieval] 406/1986 query_id=conv-41_qa0101
[retrieval] 407/1986 query_id=conv-41_qa0102
[retrieval] 408/1986 query_id=conv-41_qa0103
[retrieval] 409/1986 query_id=conv-41_qa0104
[retrieval] 410/1986 query_id=conv-41_qa0105
[retrieval] 411/1986 query_id=conv-41_qa0106
[retrieval] 412/1986 query_id=conv-41_qa0107
[retrieval] 413/1986 query_id=conv-41_qa0108
[retrieval] 414/1986 query_id=conv-41_qa0109
[retrieval] 415/1986 query_id=conv-41_qa0110
[retrieval] 416/1986 query_id=conv-41_qa0111
[retrieval] 417/1986 query_id=conv-41_qa0112
[retrieval] 418/1986 query_id=conv-41_qa0113
[retrieval] 419/1986 query_id=conv-41_qa0114
[retrieval] 420/1986 query_id=conv-41_qa0115
[retrieval] 421/1986 query_id=conv-41_qa0116
[retrieval] 422/1986 query_id=conv-41_qa0117
[retrieval] 423/1986 query_id=conv-41_qa0118
[retrieval] 424/1986 query_id=conv-41_qa0119
[retrieval] 425/1986 query_id=conv-41_qa0120
[retrieval] 426/1986 query_id=conv-41_qa0121
[retrieval] 427/1986 query_id=conv-41_qa0122
[retrieval] 428/1986 query_id=conv-41_qa0123
[retrieval] 429/1986 query_id=conv-41_qa0124
[retrieval] 430/1986 query_id=conv-41_qa0125
[retrieval] 431/1986 query_id=conv-41_qa0126
[retrieval] 432/1986 query_id=conv-41_qa0127
[retrieval] 433/1986 query_id=conv-41_qa0128
[retrieval] 434/1986 query_id=conv-41_qa0129
[retrieval] 435/1986 query_id=conv-41_qa0130
[retrieval] 436/1986 query_id=conv-41_qa0131
[retrieval] 437/1986 query_id=conv-41_qa0132
[retrieval] 438/1986 query_id=conv-41_qa0133
[retrieval] 439/1986 query_id=conv-41_qa0134
[retrieval] 440/1986 query_id=conv-41_qa0135
[retrieval] 441/1986 query_id=conv-41_qa0136
[retrieval] 442/1986 query_id=conv-41_qa0137
[retrieval] 443/1986 query_id=conv-41_qa0138
[retrieval] 444/1986 query_id=conv-41_qa0139
[retrieval] 445/1986 query_id=conv-41_qa0140
[retrieval] 446/1986 query_id=conv-41_qa0141
[retrieval] 447/1986 query_id=conv-41_qa0142
[retrieval] 448/1986 query_id=conv-41_qa0143
[retrieval] 449/1986 query_id=conv-41_qa0144
[retrieval] 450/1986 query_id=conv-41_qa0145
[retrieval] 451/1986 query_id=conv-41_qa0146
[retrieval] 452/1986 query_id=conv-41_qa0147
[retrieval] 453/1986 query_id=conv-41_qa0148
[retrieval] 454/1986 query_id=conv-41_qa0149
[retrieval] 455/1986 query_id=conv-41_qa0150
[retrieval] 456/1986 query_id=conv-41_qa0151
[retrieval] 457/1986 query_id=conv-41_qa0152
[retrieval] 458/1986 query_id=conv-41_qa0153
[retrieval] 459/1986 query_id=conv-41_qa0154
[retrieval] 460/1986 query_id=conv-41_qa0155
[retrieval] 461/1986 query_id=conv-41_qa0156
[retrieval] 462/1986 query_id=conv-41_qa0157
[retrieval] 463/1986 query_id=conv-41_qa0158
[retrieval] 464/1986 query_id=conv-41_qa0159
[retrieval] 465/1986 query_id=conv-41_qa0160
[retrieval] 466/1986 query_id=conv-41_qa0161
[retrieval] 467/1986 query_id=conv-41_qa0162
[retrieval] 468/1986 query_id=conv-41_qa0163
[retrieval] 469/1986 query_id=conv-41_qa0164
[retrieval] 470/1986 query_id=conv-41_qa0165
[retrieval] 471/1986 query_id=conv-41_qa0166
[retrieval] 472/1986 query_id=conv-41_qa0167
[retrieval] 473/1986 query_id=conv-41_qa0168
[retrieval] 474/1986 query_id=conv-41_qa0169
[retrieval] 475/1986 query_id=conv-41_qa0170
[retrieval] 476/1986 query_id=conv-41_qa0171
[retrieval] 477/1986 query_id=conv-41_qa0172
[retrieval] 478/1986 query_id=conv-41_qa0173
[retrieval] 479/1986 query_id=conv-41_qa0174
[retrieval] 480/1986 query_id=conv-41_qa0175
[retrieval] 481/1986 query_id=conv-41_qa0176
[retrieval] 482/1986 query_id=conv-41_qa0177
[retrieval] 483/1986 query_id=conv-41_qa0178
[retrieval] 484/1986 query_id=conv-41_qa0179
[retrieval] 485/1986 query_id=conv-41_qa0180
[retrieval] 486/1986 query_id=conv-41_qa0181
[retrieval] 487/1986 query_id=conv-41_qa0182
[retrieval] 488/1986 query_id=conv-41_qa0183
[retrieval] 489/1986 query_id=conv-41_qa0184
[retrieval] 490/1986 query_id=conv-41_qa0185
[retrieval] 491/1986 query_id=conv-41_qa0186
[retrieval] 492/1986 query_id=conv-41_qa0187
[retrieval] 493/1986 query_id=conv-41_qa0188
[retrieval] 494/1986 query_id=conv-41_qa0189
[retrieval] 495/1986 query_id=conv-41_qa0190
[retrieval] 496/1986 query_id=conv-41_qa0191
[retrieval] 497/1986 query_id=conv-41_qa0192
[retrieval] 498/1986 query_id=conv-42_qa0000
[retrieval] 499/1986 query_id=conv-42_qa0001
[retrieval] 500/1986 query_id=conv-42_qa0002
[retrieval] 501/1986 query_id=conv-42_qa0003
[retrieval] 502/1986 query_id=conv-42_qa0004
[retrieval] 503/1986 query_id=conv-42_qa0005
[retrieval] 504/1986 query_id=conv-42_qa0006
[retrieval] 505/1986 query_id=conv-42_qa0007
[retrieval] 506/1986 query_id=conv-42_qa0008
[retrieval] 507/1986 query_id=conv-42_qa0009
[retrieval] 508/1986 query_id=conv-42_qa0010
[retrieval] 509/1986 query_id=conv-42_qa0011
[retrieval] 510/1986 query_id=conv-42_qa0012
[retrieval] 511/1986 query_id=conv-42_qa0013
[retrieval] 512/1986 query_id=conv-42_qa0014
[retrieval] 513/1986 query_id=conv-42_qa0015
[retrieval] 514/1986 query_id=conv-42_qa0016
[retrieval] 515/1986 query_id=conv-42_qa0017
[retrieval] 516/1986 query_id=conv-42_qa0018
[retrieval] 517/1986 query_id=conv-42_qa0019
[retrieval] 518/1986 query_id=conv-42_qa0020
[retrieval] 519/1986 query_id=conv-42_qa0021
[retrieval] 520/1986 query_id=conv-42_qa0022
[retrieval] 521/1986 query_id=conv-42_qa0023
[retrieval] 522/1986 query_id=conv-42_qa0024
[retrieval] 523/1986 query_id=conv-42_qa0025
[retrieval] 524/1986 query_id=conv-42_qa0026
[retrieval] 525/1986 query_id=conv-42_qa0027
[retrieval] 526/1986 query_id=conv-42_qa0028
[retrieval] 527/1986 query_id=conv-42_qa0029
[retrieval] 528/1986 query_id=conv-42_qa0030
[retrieval] 529/1986 query_id=conv-42_qa0031
[retrieval] 530/1986 query_id=conv-42_qa0032
[retrieval] 531/1986 query_id=conv-42_qa0033
[retrieval] 532/1986 query_id=conv-42_qa0034
[retrieval] 533/1986 query_id=conv-42_qa0035
[retrieval] 534/1986 query_id=conv-42_qa0036
[retrieval] 535/1986 query_id=conv-42_qa0037
[retrieval] 536/1986 query_id=conv-42_qa0038
[retrieval] 537/1986 query_id=conv-42_qa0039
[retrieval] 538/1986 query_id=conv-42_qa0040
[retrieval] 539/1986 query_id=conv-42_qa0041
[retrieval] 540/1986 query_id=conv-42_qa0042
[retrieval] 541/1986 query_id=conv-42_qa0043
[retrieval] 542/1986 query_id=conv-42_qa0044
[retrieval] 543/1986 query_id=conv-42_qa0045
[retrieval] 544/1986 query_id=conv-42_qa0046
[retrieval] 545/1986 query_id=conv-42_qa0047
[retrieval] 546/1986 query_id=conv-42_qa0048
[retrieval] 547/1986 query_id=conv-42_qa0049
[retrieval] 548/1986 query_id=conv-42_qa0050
[retrieval] 549/1986 query_id=conv-42_qa0051
[retrieval] 550/1986 query_id=conv-42_qa0052
[retrieval] 551/1986 query_id=conv-42_qa0053
[retrieval] 552/1986 query_id=conv-42_qa0054
[retrieval] 553/1986 query_id=conv-42_qa0055
[retrieval] 554/1986 query_id=conv-42_qa0056
[retrieval] 555/1986 query_id=conv-42_qa0057
[retrieval] 556/1986 query_id=conv-42_qa0058
[retrieval] 557/1986 query_id=conv-42_qa0059
[retrieval] 558/1986 query_id=conv-42_qa0060
[retrieval] 559/1986 query_id=conv-42_qa0061
[retrieval] 560/1986 query_id=conv-42_qa0062
[retrieval] 561/1986 query_id=conv-42_qa0063
[retrieval] 562/1986 query_id=conv-42_qa0064
[retrieval] 563/1986 query_id=conv-42_qa0065
[retrieval] 564/1986 query_id=conv-42_qa0066
[retrieval] 565/1986 query_id=conv-42_qa0067
[retrieval] 566/1986 query_id=conv-42_qa0068
[retrieval] 567/1986 query_id=conv-42_qa0069
[retrieval] 568/1986 query_id=conv-42_qa0070
[retrieval] 569/1986 query_id=conv-42_qa0071
[retrieval] 570/1986 query_id=conv-42_qa0072
[retrieval] 571/1986 query_id=conv-42_qa0073
[retrieval] 572/1986 query_id=conv-42_qa0074
[retrieval] 573/1986 query_id=conv-42_qa0075
[retrieval] 574/1986 query_id=conv-42_qa0076
[retrieval] 575/1986 query_id=conv-42_qa0077
[retrieval] 576/1986 query_id=conv-42_qa0078
[retrieval] 577/1986 query_id=conv-42_qa0079
[retrieval] 578/1986 query_id=conv-42_qa0080
[retrieval] 579/1986 query_id=conv-42_qa0081
[retrieval] 580/1986 query_id=conv-42_qa0082
[retrieval] 581/1986 query_id=conv-42_qa0083
[retrieval] 582/1986 query_id=conv-42_qa0084
[retrieval] 583/1986 query_id=conv-42_qa0085
[retrieval] 584/1986 query_id=conv-42_qa0086
[retrieval] 585/1986 query_id=conv-42_qa0087
[retrieval] 586/1986 query_id=conv-42_qa0088
[retrieval] 587/1986 query_id=conv-42_qa0089
[retrieval] 588/1986 query_id=conv-42_qa0090
[retrieval] 589/1986 query_id=conv-42_qa0091
[retrieval] 590/1986 query_id=conv-42_qa0092
[retrieval] 591/1986 query_id=conv-42_qa0093
[retrieval] 592/1986 query_id=conv-42_qa0094
[retrieval] 593/1986 query_id=conv-42_qa0095
[retrieval] 594/1986 query_id=conv-42_qa0096
[retrieval] 595/1986 query_id=conv-42_qa0097
[retrieval] 596/1986 query_id=conv-42_qa0098
[retrieval] 597/1986 query_id=conv-42_qa0099
[retrieval] 598/1986 query_id=conv-42_qa0100
[retrieval] 599/1986 query_id=conv-42_qa0101
[retrieval] 600/1986 query_id=conv-42_qa0102
[retrieval] 601/1986 query_id=conv-42_qa0103
[retrieval] 602/1986 query_id=conv-42_qa0104
[retrieval] 603/1986 query_id=conv-42_qa0105
[retrieval] 604/1986 query_id=conv-42_qa0106
[retrieval] 605/1986 query_id=conv-42_qa0107
[retrieval] 606/1986 query_id=conv-42_qa0108
[retrieval] 607/1986 query_id=conv-42_qa0109
[retrieval] 608/1986 query_id=conv-42_qa0110
[retrieval] 609/1986 query_id=conv-42_qa0111
[retrieval] 610/1986 query_id=conv-42_qa0112
[retrieval] 611/1986 query_id=conv-42_qa0113
[retrieval] 612/1986 query_id=conv-42_qa0114
[retrieval] 613/1986 query_id=conv-42_qa0115
[retrieval] 614/1986 query_id=conv-42_qa0116
[retrieval] 615/1986 query_id=conv-42_qa0117
[retrieval] 616/1986 query_id=conv-42_qa0118
[retrieval] 617/1986 query_id=conv-42_qa0119
[retrieval] 618/1986 query_id=conv-42_qa0120
[retrieval] 619/1986 query_id=conv-42_qa0121
[retrieval] 620/1986 query_id=conv-42_qa0122
[retrieval] 621/1986 query_id=conv-42_qa0123
[retrieval] 622/1986 query_id=conv-42_qa0124
[retrieval] 623/1986 query_id=conv-42_qa0125
[retrieval] 624/1986 query_id=conv-42_qa0126
[retrieval] 625/1986 query_id=conv-42_qa0127
[retrieval] 626/1986 query_id=conv-42_qa0128
[retrieval] 627/1986 query_id=conv-42_qa0129
[retrieval] 628/1986 query_id=conv-42_qa0130
[retrieval] 629/1986 query_id=conv-42_qa0131
[retrieval] 630/1986 query_id=conv-42_qa0132
[retrieval] 631/1986 query_id=conv-42_qa0133
[retrieval] 632/1986 query_id=conv-42_qa0134
[retrieval] 633/1986 query_id=conv-42_qa0135
[retrieval] 634/1986 query_id=conv-42_qa0136
[retrieval] 635/1986 query_id=conv-42_qa0137
[retrieval] 636/1986 query_id=conv-42_qa0138
[retrieval] 637/1986 query_id=conv-42_qa0139
[retrieval] 638/1986 query_id=conv-42_qa0140
[retrieval] 639/1986 query_id=conv-42_qa0141
[retrieval] 640/1986 query_id=conv-42_qa0142
[retrieval] 641/1986 query_id=conv-42_qa0143
[retrieval] 642/1986 query_id=conv-42_qa0144
[retrieval] 643/1986 query_id=conv-42_qa0145
[retrieval] 644/1986 query_id=conv-42_qa0146
[retrieval] 645/1986 query_id=conv-42_qa0147
[retrieval] 646/1986 query_id=conv-42_qa0148
[retrieval] 647/1986 query_id=conv-42_qa0149
[retrieval] 648/1986 query_id=conv-42_qa0150
[retrieval] 649/1986 query_id=conv-42_qa0151
[retrieval] 650/1986 query_id=conv-42_qa0152
[retrieval] 651/1986 query_id=conv-42_qa0153
[retrieval] 652/1986 query_id=conv-42_qa0154
[retrieval] 653/1986 query_id=conv-42_qa0155
[retrieval] 654/1986 query_id=conv-42_qa0156
[retrieval] 655/1986 query_id=conv-42_qa0157
[retrieval] 656/1986 query_id=conv-42_qa0158
[retrieval] 657/1986 query_id=conv-42_qa0159
[retrieval] 658/1986 query_id=conv-42_qa0160
[retrieval] 659/1986 query_id=conv-42_qa0161
[retrieval] 660/1986 query_id=conv-42_qa0162
[retrieval] 661/1986 query_id=conv-42_qa0163
[retrieval] 662/1986 query_id=conv-42_qa0164
[retrieval] 663/1986 query_id=conv-42_qa0165
[retrieval] 664/1986 query_id=conv-42_qa0166
[retrieval] 665/1986 query_id=conv-42_qa0167
[retrieval] 666/1986 query_id=conv-42_qa0168
[retrieval] 667/1986 query_id=conv-42_qa0169
[retrieval] 668/1986 query_id=conv-42_qa0170
[retrieval] 669/1986 query_id=conv-42_qa0171
[retrieval] 670/1986 query_id=conv-42_qa0172
[retrieval] 671/1986 query_id=conv-42_qa0173
[retrieval] 672/1986 query_id=conv-42_qa0174
[retrieval] 673/1986 query_id=conv-42_qa0175
[retrieval] 674/1986 query_id=conv-42_qa0176
[retrieval] 675/1986 query_id=conv-42_qa0177
[retrieval] 676/1986 query_id=conv-42_qa0178
[retrieval] 677/1986 query_id=conv-42_qa0179
[retrieval] 678/1986 query_id=conv-42_qa0180
[retrieval] 679/1986 query_id=conv-42_qa0181
[retrieval] 680/1986 query_id=conv-42_qa0182
[retrieval] 681/1986 query_id=conv-42_qa0183
[retrieval] 682/1986 query_id=conv-42_qa0184
[retrieval] 683/1986 query_id=conv-42_qa0185
[retrieval] 684/1986 query_id=conv-42_qa0186
[retrieval] 685/1986 query_id=conv-42_qa0187
[retrieval] 686/1986 query_id=conv-42_qa0188
[retrieval] 687/1986 query_id=conv-42_qa0189
[retrieval] 688/1986 query_id=conv-42_qa0190
[retrieval] 689/1986 query_id=conv-42_qa0191
[retrieval] 690/1986 query_id=conv-42_qa0192
[retrieval] 691/1986 query_id=conv-42_qa0193
[retrieval] 692/1986 query_id=conv-42_qa0194
[retrieval] 693/1986 query_id=conv-42_qa0195
[retrieval] 694/1986 query_id=conv-42_qa0196
[retrieval] 695/1986 query_id=conv-42_qa0197
[retrieval] 696/1986 query_id=conv-42_qa0198
[retrieval] 697/1986 query_id=conv-42_qa0199
[retrieval] 698/1986 query_id=conv-42_qa0200
[retrieval] 699/1986 query_id=conv-42_qa0201
[retrieval] 700/1986 query_id=conv-42_qa0202
[retrieval] 701/1986 query_id=conv-42_qa0203
[retrieval] 702/1986 query_id=conv-42_qa0204
[retrieval] 703/1986 query_id=conv-42_qa0205
[retrieval] 704/1986 query_id=conv-42_qa0206
[retrieval] 705/1986 query_id=conv-42_qa0207
[retrieval] 706/1986 query_id=conv-42_qa0208
[retrieval] 707/1986 query_id=conv-42_qa0209
[retrieval] 708/1986 query_id=conv-42_qa0210
[retrieval] 709/1986 query_id=conv-42_qa0211
[retrieval] 710/1986 query_id=conv-42_qa0212
[retrieval] 711/1986 query_id=conv-42_qa0213
[retrieval] 712/1986 query_id=conv-42_qa0214
[retrieval] 713/1986 query_id=conv-42_qa0215
[retrieval] 714/1986 query_id=conv-42_qa0216
[retrieval] 715/1986 query_id=conv-42_qa0217
[retrieval] 716/1986 query_id=conv-42_qa0218
[retrieval] 717/1986 query_id=conv-42_qa0219
[retrieval] 718/1986 query_id=conv-42_qa0220
[retrieval] 719/1986 query_id=conv-42_qa0221
[retrieval] 720/1986 query_id=conv-42_qa0222
[retrieval] 721/1986 query_id=conv-42_qa0223
[retrieval] 722/1986 query_id=conv-42_qa0224
[retrieval] 723/1986 query_id=conv-42_qa0225
[retrieval] 724/1986 query_id=conv-42_qa0226
[retrieval] 725/1986 query_id=conv-42_qa0227
[retrieval] 726/1986 query_id=conv-42_qa0228
[retrieval] 727/1986 query_id=conv-42_qa0229
[retrieval] 728/1986 query_id=conv-42_qa0230
[retrieval] 729/1986 query_id=conv-42_qa0231
[retrieval] 730/1986 query_id=conv-42_qa0232
[retrieval] 731/1986 query_id=conv-42_qa0233
[retrieval] 732/1986 query_id=conv-42_qa0234
[retrieval] 733/1986 query_id=conv-42_qa0235
[retrieval] 734/1986 query_id=conv-42_qa0236
[retrieval] 735/1986 query_id=conv-42_qa0237
[retrieval] 736/1986 query_id=conv-42_qa0238
[retrieval] 737/1986 query_id=conv-42_qa0239
[retrieval] 738/1986 query_id=conv-42_qa0240
[retrieval] 739/1986 query_id=conv-42_qa0241
[retrieval] 740/1986 query_id=conv-42_qa0242
[retrieval] 741/1986 query_id=conv-42_qa0243
[retrieval] 742/1986 query_id=conv-42_qa0244
[retrieval] 743/1986 query_id=conv-42_qa0245
[retrieval] 744/1986 query_id=conv-42_qa0246
[retrieval] 745/1986 query_id=conv-42_qa0247
[retrieval] 746/1986 query_id=conv-42_qa0248
[retrieval] 747/1986 query_id=conv-42_qa0249
[retrieval] 748/1986 query_id=conv-42_qa0250
[retrieval] 749/1986 query_id=conv-42_qa0251
[retrieval] 750/1986 query_id=conv-42_qa0252
[retrieval] 751/1986 query_id=conv-42_qa0253
[retrieval] 752/1986 query_id=conv-42_qa0254
[retrieval] 753/1986 query_id=conv-42_qa0255
[retrieval] 754/1986 query_id=conv-42_qa0256
[retrieval] 755/1986 query_id=conv-42_qa0257
