benchmark,variant,method,query_id,prompt,gold_answer,predicted_answer,is_correct,exact_match,question_bucket,answer_type,is_comparative,failure_bucket,retrieval_support_recall_at_final_k,confidence,confidence_margin
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_0a05b494,"Who did I meet first, the woman selling jam at the farmer's market or the tourist from Australia?",the woman selling jam at the farmer's market,unknown,False,False,person_name:comparative,person_name,True,comparative_reasoning,1.0,0.17924173281730207,0.31818199999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_1a1dc16d,"Which event happened first, the meeting with Rachel or the pride parade?",The meeting with Rachel,pride parade,False,False,event_name:comparative,event_name,True,comparative_reasoning,0.5,0.3904829612775674,1.4846629999999998
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_2f584639,"Which gift did I buy first, the necklace for my sister or the photo album for my mom?",the photo album for my mom,necklace,False,False,title_or_name:comparative,title_or_name,True,comparative_reasoning,1.0,0.20250896104602928,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_213fd887,"Which event did I participate in first, the volleyball league or the charity 5K run to raise money for a local children's hospital?",volleyball league,charity 5K run to raise money for a local children's hospital,False,False,activity_list:comparative,activity_list,True,comparative_reasoning,1.0,0.2028647045373265,0.04512500000000008
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_5438fa52,"Which event happened first, my attendance at a cultural festival or the start of my Spanish classes?",Spanish classes,attendance at a cultural festival,False,False,group_name:comparative,group_name,True,comparative_reasoning,1.0,0.19724354189071508,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_c27434e8,"Which project did I start first, the Ferrari model or the Japanese Zero fighter plane model?",Japanese Zero fighter plane model,the Ferrari model,False,False,title_or_name:comparative,title_or_name,True,comparative_reasoning,1.0,0.28636022322432503,0.481074
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_fe651585,"Who became a parent first, Rachel or Alex?",Alex,Alex,True,True,person_name:comparative,person_name,True,correct,1.0,0.3839363799952279,1.206522
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,8c18457d,How many days had passed between the day I bought a gift for my brother's graduation ceremony and the day I bought a birthday gift for my best friend?,7 days. 8 days (including the last day) is also acceptable.,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.20652957416900394,0.467066
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_70e84552_abs,"Which task did I complete first, fixing the fence or purchasing three cows from Peter?",The information provided is not enough. You mentioned fixing the fence but did not mention purchasing cows from Peter.,fixing the fence,False,False,generic:comparative,generic,True,comparative_reasoning,1.0,0.19909223586197444,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_93159ced_abs,How long have I been working before I started my current job at Google?,"The information provided is not enough. From the information provided, You haven't started working at Google yet.",unknown,False,False,duration,duration,False,confident_selection_error,1.0,0.15575022496325258,0.21951200000000004
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,982b5123_abs,When did I book the Airbnb in Sacramento?,The information provided is not enough. You only mentioned booking Airbnb in San Francisco.,unknown,False,False,when,when,False,confident_selection_error,1.0,0.27622360563524484,0.32330800000000004
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,c8090214_abs,How many days before I bought my iPad did I attend the Holiday Market?,"The information provided is not enough. You mentioned getting the iPhone 13 Pro and attending the market, but you did not mention buying an iPad.",unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.2198114313396581,0.293478
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_c27434e8_abs,"Which project did I start first, the Ferrari model or the Porsche 991 Turbo S model?",The information provided is not enough. You did not mention starting the Porsche 991 Turbo S model.,the Ferrari model,False,False,title_or_name:comparative,title_or_name,True,comparative_reasoning,1.0,0.3860242921903182,1.048485
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,gpt4_fe651585_abs,"Who became a parent first, Tom or Alex?","The information provided is not enough. You mentioned Alex becoming a parent in January, but you didn't mention anything about Tom.",Alex,True,False,person_name:comparative,person_name,True,correct,1.0,0.3865408676186134,1.449438
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6a1eabeb,What was my personal best time in the charity 5K run?,25 minutes and 50 seconds (or 25:50),25:50,False,False,event_name,event_name,False,supported_but_wrong,1.0,0.20879949342324586,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6aeb4375,How many Korean restaurants have I tried in my city?,four,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.2006503892304452,0.28125
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,830ce83f,Where did Rachel move to after her recent relocation?,the suburbs,unknown,False,False,where,where,False,retrieval_miss,0.0,0.17603856890753,0.18867900000000004
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,852ce960,What was the amount I was pre-approved for when I got my mortgage from Wells Fargo?,"$400,000","$400,000",True,True,generic,generic,False,correct,1.0,0.21009757377072003,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,945e3d21,How often do I attend yoga classes to help with my anxiety?,Three times a week.,unknown,False,False,group_name,group_name,False,confident_selection_error,0.5,0.1968573456103459,0.39534899999999995
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,d7c942c3,Is my mom using the same grocery list method as me?,Yes.,unknown,False,False,judgment,judgment,False,retrieval_miss,0.0,0.20080906802717635,0.47826100000000005
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,71315a70,How many hours have I spent on my abstract ocean sculpture?,10-12 hours,12 hours,False,False,quantity,quantity,False,confident_selection_error,1.0,0.40994187665655596,0.8004119999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,89941a93,How many bikes do I currently own?,4,unknown,False,False,quantity,quantity,False,supported_but_wrong,1.0,0.22652665440200773,0.17340999999999995
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,ce6d2d27,What day of the week do I take a cocktail-making class?,Friday,Fridays,True,False,group_name,group_name,False,correct,1.0,0.224163317198059,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,9ea5eabc,Where did I go on my most recent family trip?,Paris,Europe,False,False,where,where,False,confident_selection_error,1.0,0.27327006553784494,0.461538
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,07741c44,Where do I initially keep my old sneakers?,under my bed,shoe rack in the closet,False,False,where,where,False,supported_but_wrong,1.0,0.2266136951335766,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,a1eacc2a,How many short stories have I written since I started writing regularly?,seven,7,True,True,quantity,quantity,False,correct,1.0,0.45226362702309114,1.481356
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,184da446,How many pages of 'A Short History of Nearly Everything' have I read so far?,220,220,True,True,quantity,quantity,False,correct,1.0,0.35270299080619494,1.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,031748ae,How many engineers do I lead when I just started my new role as Senior Software Engineer? How many engineers do I lead now?,"When you just started your new role as Senior Software Engineer, you led 4 engineers. Now, you lead 5 engineers",unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.21909600584177732,0.541284
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,4d6b87c8,How many titles are currently on my to-watch list?,25,unknown,False,False,quantity,quantity,False,supported_but_wrong,1.0,0.186187322104937,0.106383
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0f05491a,How many stars do I need to reach the gold level on my Starbucks Rewards app?,120,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.25009433330575065,0.25225200000000003
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,08e075c7,How long have I been using my Fitbit Charge 3?,9 months,unknown,False,False,duration,duration,False,supported_but_wrong,1.0,0.19245499539805763,0.09523800000000004
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,f9e8c073,How many sessions of the bereavement support group did I attend?,five,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.21736982340433672,0.7842
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,41698283,What type of camera lens did I purchase most recently?,a 70-200mm zoom lens,70 200mm zoom lens nicely,False,False,item_name,item_name,False,confident_selection_error,1.0,0.39657798995747795,1.243243
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,2698e78f,"How often do I see my therapist, Dr. Smith?",every week,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.22213633463635368,0.826464
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,b6019101,How many MCU films did I watch in the last 3 months?,5,5,True,True,quantity,quantity,False,correct,1.0,0.5329987282361311,1.862069
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,45dc21b6,How many of Emma's recipes have I tried out?,3,two,False,False,quantity,quantity,False,confident_selection_error,0.5,0.4385094011113194,0.9897830000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,5a4f22c0,"What company is Rachel, an old colleague from my previous company, currently working at?",TechCorp,TechCorp,True,True,generic,generic,False,correct,1.0,0.2141706114436716,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6071bd76,"For the coffee-to-water ratio in my French press, did I switch to more water per tablespoon of coffee, or less?",You switched to less water (5 ounces) per tablespoon of coffee.,If 'cery probable' means 80 or more chance,False,False,ratio,ratio,False,supported_but_wrong,1.0,0.1444992870514424,0.0948150000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,e493bb7c,Where is the painting 'Ethereal Dreams' by Emma Taylor currently hanging?,in my bedroom,bedroom,True,False,where,where,False,correct,1.0,0.21840424581335516,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,618f13b2,How many times have I worn my new black Converse Chuck Taylor All Star sneakers?,six,six,True,True,quantity,quantity,False,correct,1.0,0.4097505422169427,0.875
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,72e3ee87,How many episodes of the Science series have I completed on Crash Course?,50,10,False,False,quantity,quantity,False,confident_selection_error,0.5,0.3898689318438229,0.9270320000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,c4ea545c,Do I go to the gym more frequently than I did previously?,Yes,yes,True,True,judgment,judgment,False,correct,1.0,0.19067764025141817,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,01493427,How many new postcards have I added to my collection since I started collecting again?,25,8,False,False,quantity,quantity,False,supported_but_wrong,1.0,0.199005274761835,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6a27ffc2,How many videos of Corey Schafer's Python programming series have I completed so far?,30,20,False,False,quantity,quantity,False,confident_selection_error,1.0,0.43191703827761346,0.959335
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,2133c1b5,How long have I been living in my current apartment in Harajuku?,3 months,unknown,False,False,duration,duration,False,confident_selection_error,1.0,0.21699414687455756,0.726316
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,18bc8abd,What brand of BBQ sauce am I currently obsessed with?,Kansas City Masterpiece,Kansas City Masterpiece BBQ sauce,True,False,brand,brand,False,correct,1.0,0.21811005129175404,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,db467c8c,How long have my parents been staying with me in the US?,nine months,nine months,True,True,duration,duration,False,correct,1.0,0.44950673930794094,1.4322219999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,7a87bd0c,How long have I been sticking to my daily tidying routine?,4 weeks,3,False,False,duration,duration,False,supported_but_wrong,1.0,0.2006050681789048,0.0
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,e61a7584,"How long have I had my cat, Luna?",9 months,unknown,False,False,duration,duration,False,supported_but_wrong,1.0,0.20367761363541462,0.153551
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,1cea1afa,How many Instagram followers do I currently have?,600,600,True,True,quantity,quantity,False,correct,1.0,0.4018535305627775,0.906433
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,ed4ddc30,How many dozen eggs do we currently have stocked up in our refrigerator?,20,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.21812017121468621,0.27381
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,8fb83627,How many issues of National Geographic have I finished reading?,Five,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.28091578637857373,0.631138
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,b01defab,Did I finish reading 'The Nightingale' by Kristin Hannah?,Yes,e,False,False,judgment,judgment,False,supported_but_wrong,1.0,0.20803775108394143,0.09424100000000002
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,22d2cb42,Where did I get my guitar serviced?,The music shop on Main St.,unknown,False,False,where,where,False,supported_but_wrong,1.0,0.19693894252443042,0.03599399999999997
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0e4e4c46,What is my current highest score in Ticket to Ride?,132 points,unknown,False,False,generic,generic,False,supported_but_wrong,1.0,0.19491909156544748,0.06407799999999997
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,4b24c848,How many tops have I bought from H&M so far?,five,five,True,True,quantity,quantity,False,correct,1.0,0.38443240239584436,0.756818
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,7e974930,How much did I earn at the Downtown Farmers Market on my most recent visit?,$420,$220,False,False,price,price,False,supported_but_wrong,1.0,0.21480200929234988,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,603deb26,How many times have I tried making a Negroni at home since my friend Emma showed me how to make it?,10,10,True,True,quantity,quantity,False,correct,1.0,0.3638811863984372,0.864017
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,59524333,What time do I usually go to the gym?,6:00 pm,unknown,False,False,time_of_day,time_of_day,False,confident_selection_error,1.0,0.21125038408045116,0.723359
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,5831f84d,How many Crash Course videos have I watched in the past few weeks?,15,10,False,False,quantity,quantity,False,confident_selection_error,1.0,0.38653100908946963,0.904031
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,eace081b,Where am I planning to stay for my birthday trip to Hawaii?,Oahu,unknown,False,False,where,where,False,supported_but_wrong,1.0,0.19166854942329112,0.012066000000000021
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,affe2881,How many different species of birds have I seen in my local park?,32,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.19046979767602032,0.27376999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,50635ada,What was my previous frequent flyer status on United Airlines before I got the current status?,Premier Silver,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.20044553246646069,0.43604699999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,e66b632c,What was my previous personal best time for the charity 5K run?,27 minutes and 45 seconds,unknown,False,False,event_name,event_name,False,confident_selection_error,1.0,0.21442706084415197,0.737436
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0ddfec37,How many autographed baseballs have I added to my collection in the first three months of collection?,15,15,True,True,quantity,quantity,False,correct,1.0,0.3613369238496125,0.9126639999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,f685340e,How often do I play tennis with my friends at the local park previously? How often do I play now?,"Previously, you play tennis with your friends at the local park every week (on Sunday). Currently, you play tennis every other week (on Sunday).",every other week,True,False,title_or_name,title_or_name,False,correct,1.0,0.2226841839074947,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,cc5ded98,How much time do I dedicate to coding exercises each day?,about two hours,Two,False,False,price,price,False,confident_selection_error,1.0,0.4045582349550052,0.9497720000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,dfde3500,What day of the week did I meet with my previous language exchange tutor Juan?,Wednesday,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.20698680618633486,0.310624
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,69fee5aa,How many pre-1920 American coins do I have in my collection?,38,1920,False,False,quantity,quantity,False,confident_selection_error,1.0,0.3192853675823683,0.6954929999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,7401057b,How many free night's stays can I redeem at any Hilton property with my accumulated points?,Two,two,True,True,quantity,quantity,False,correct,1.0,0.459219198347245,1.723112
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,cf22b7bf,How much weight have I lost since I started going to the gym consistently?,10 pounds,unknown,False,False,price,price,False,confident_selection_error,1.0,0.24036136367863756,0.24539900000000003
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,a2f3aa27,How many followers do I have on Instagram now?,1300,1300,True,True,quantity,quantity,False,correct,1.0,0.2885373377715607,0.8190710000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,c7dc5443,What is my current record in the recreational volleyball league?,5-2,3-2,False,False,generic,generic,False,supported_but_wrong,1.0,0.19332909585162997,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,06db6396,How many projects have I completed since starting painting classes?,5,5th project since starting painting classes,False,False,quantity,quantity,False,confident_selection_error,1.0,0.42534930782927255,1.7271619999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,3ba21379,What type of vehicle model am I currently working on?,Ford F-150 pickup truck,Ford Mustang Shelby GT350R model like seatbelts,False,False,item_name,item_name,False,confident_selection_error,1.0,0.3957576984344704,1.2198280000000001
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,9bbe84a2,What was my previous goal for my Apex Legends level before I updated my goal?,level 100,reach level 100 before,True,False,generic,generic,False,correct,1.0,0.4063519647948512,1.632525
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,10e09553,How many largemouth bass did I catch with Alex on the earlier fishing trip to Lake Michigan before the 7/22 trip?,7,unknown,False,False,quantity:comparative,quantity,True,comparative_reasoning,1.0,0.21243926305314564,0.574468
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,dad224aa,What time do I wake up on Saturday mornings?,7:30 am,30 am,False,False,time_of_day,time_of_day,False,confident_selection_error,1.0,0.4026360580896505,0.926158
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,ba61f0b9,How many women are on the team led by my former manager Rachel?,6,6,True,True,quantity,quantity,False,correct,1.0,0.3954791658525658,0.893162
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,42ec0761,Do I have a spare screwdriver for opening up my laptop?,Yes,unknown,False,False,judgment,judgment,False,confident_selection_error,1.0,0.1987837872482881,0.513043
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,5c40ec5b,How many times have I met up with Alex from Germany?,We've met up twice.,twice,True,False,quantity,quantity,False,correct,1.0,0.3649565037494322,0.7691399999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,c6853660,Did I mostly recently increase or decrease the limit on the number of cups of coffee in the morning?,You increased the limit (from one cup to two cups),Increase or decrease the intensity based on,False,False,judgment,judgment,False,confident_selection_error,1.0,0.23515158435928452,0.4227909999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,26bdc477,How many trips have I taken my Canon EOS 80D camera on?,five,five,True,True,quantity,quantity,False,correct,1.0,0.4971873507396079,1.870886
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0977f2af,What new kitchen gadget did I invest in before getting the Air Fryer?,Instant Pot,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.17054005935999073,0.342105
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6aeb4375_abs,How many Italian restaurants have I tried in my city?,The information provided is not enough. You mentioned trying Korean restaurants but not Italian restaurants.,unknown,False,False,quantity,quantity,False,retrieval_miss,0.0,0.19841973237063193,0.40384600000000004
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,031748ae_abs,How many engineers do I lead when I just started my new role as Software Engineer Manager?,The information provided is not enough. You mentioned starting the role as Senior Software Engineer but not Software Engineer Manager.,unknown,False,False,quantity,quantity,False,supported_but_wrong,1.0,0.18936024570760984,0.06024099999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,2698e78f_abs,How often do I see Dr. Johnson?,The information provided is not enough. You mentioned seeing Dr. Smith but not Dr. Johnson.,unknown,False,False,generic,generic,False,supported_but_wrong,0.5,0.18164928883978718,0.19047599999999998
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,2133c1b5_abs,How long have I been living in my current apartment in Shinjuku?,The information provided is not enough. You mentioned living in Harajuku but not Shinjuku.,unknown,False,False,duration,duration,False,supported_but_wrong,0.5,0.1731977589912299,0.106383
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0ddfec37_abs,How many autographed football have I added to my collection in the first three months of collection?,The information provided is not enough. You mentioned collecting autographed baseball but not football.,15,False,False,quantity,quantity,False,confident_selection_error,1.0,0.3765847747659674,0.7849619999999999
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,f685340e_abs,How often do I play table tennis with my friends at the local park?,The information provided is not enough. You mentioned playing tennis but not table tennis.,every other week,False,False,title_or_name,title_or_name,False,supported_but_wrong,1.0,0.220177483235027,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,89941a94,"Before I purchased the gravel bike, do I have other bikes in addition to my mountain bike and my commuter bike?",Yes. (You have a road bike too.),unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.19254362028932845,0.435897
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,07741c45,Where do I currently keep my old sneakers?,in a shoe rack in my closet,in a shoe rack in the closet,True,False,where,where,False,correct,1.0,0.20827917193574888,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,7161e7e2,I'm checking our previous chat about the shift rotation sheet for GM social media agents. Can you remind me what was the rotation for Admon on a Sunday?,Admon was assigned to the 8 am - 4 pm (Day Shift) on Sundays.,Agent 7,False,False,generic,generic,False,supported_but_wrong,1.0,0.2152498113555562,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,c4f10528,I'm planning to visit Bandung again and I was wondering if you could remind me of the name of that restaurant in Cihampelas Walk that serves a great Nasi Goreng?,Miss Bee Providore,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.21857161984042586,0.760079
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,89527b6b,I'm going back to our previous conversation about the children's book on dinosaurs. Can you remind me what color was the scaly body of the Plesiosaur in the image?,The Plesiosaur had a blue scaly body.,unknown,False,False,color,color,False,confident_selection_error,1.0,0.20638365444542967,0.501269
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,e9327a54,I'm planning to revisit Orlando. I was wondering if you could remind me of that unique dessert shop with the giant milkshakes we talked about last time?,The Sugar Factory at Icon Park.,unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.20677624985472723,0.604598
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,4c36ccef,Can you remind me of the name of the romantic Italian restaurant in Rome you recommended for dinner?,Roscioli,Trattoria Da Enzo al 29,False,False,judgment,judgment,False,supported_but_wrong,1.0,0.20931028028844345,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,6ae235be,I remember you told me about the refining processes at CITGO's three refineries earlier. Can you remind me what kind of processes are used at the Lake Charles Refinery?,"Atmospheric distillation, fluid catalytic cracking (FCC), alkylation, and hydrotreating.","Atmospheric distillation, Fluid catalytic cracking (FCC), Alkylation, Hydrotreating",True,False,item_name:comparative,item_name,True,correct,1.0,0.21577038971806273,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,7e00a6cb,"I'm planning my trip to Amsterdam again and I was wondering, what was the name of that hostel near the Red Light District that you recommended last time?",International Budget Hostel,International Budget Hostel,True,True,event_name,event_name,False,correct,1.0,0.2103644490127367,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,1903aded,I think we discussed work from home jobs for seniors earlier. Can you remind me what was the 7th job in the list you provided?,Transcriptionist.,Transcriptionist,True,True,generic:comparative,generic,True,correct,1.0,0.20676850933128507,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,ceb54acb,"In our previous chat, you suggested 'sexual compulsions' and a few other options for alternative terms for certain behaviors. Can you remind me what the other four options were?","I suggested 'sexual fixations', 'problematic sexual behaviors', 'sexual impulsivity', and 'compulsive sexuality'.","Sexual fixations, problematic sexual behaviors, sexual impulsivity, compulsive sexuality",False,False,generic,generic,False,supported_but_wrong,1.0,0.2152232550299378,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,f523d9fe,"I wanted to check back on our previous conversation about Netflix. I mentioned that I wanted to be able to access all seasons of old shows? Do you remember what show I used as an example, the one that only had the last season available?",Doc Martin,Blacklist,False,False,title_or_name,title_or_name,False,supported_but_wrong,1.0,0.21002324958550284,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,0e5e2d1a,"I wanted to follow up on our previous conversation about binaural beats for anxiety and depression. Can you remind me how many subjects were in the study published in the journal Music and Medicine that found significant reductions in symptoms of depression, anxiety, and stress?",38 subjects,unknown,False,False,quantity,quantity,False,confident_selection_error,1.0,0.3458639397503425,0.936884
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,fea54f57,"I was thinking about our previous conversation about the Fifth Album, and I was wondering if you could remind me what song you said best exemplified the band's growth and development as artists?",Evolution,Evolution,True,True,person_name,person_name,False,correct,1.0,0.436991595307201,1.753497
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,cc539528,I wanted to follow up on our previous conversation about front-end and back-end development. Can you remind me of the specific back-end programming languages you recommended I learn?,"I recommended learning Ruby, Python, or PHP as a back-end programming language.",unknown,False,False,generic,generic,False,confident_selection_error,1.0,0.2213024052408333,0.882691
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,dc439ea3,"I was looking back at our previous conversation about Native American powwows and I was wondering, which traditional game did you say was often performed by skilled dancers at powwows?",Hoop Dance,Drum and Dance Competitions,False,False,title_or_name,title_or_name,False,supported_but_wrong,1.0,0.21770614948883996,0.19999999999999996
longmemeval,hybrid_bge_m3_rerank,reader_qwen25_14b_instruct,18dcd5a5,I'm going back to our previous chat about the Lost Temple of the Djinn one-shot. Can you remind me how many mummies the party will face in the temple?,4,4,True,True,quantity,quantity,False,correct,1.0,0.24366932883050463,0.19999999999999996
